Generation,Avg_Scalar_Fitness,Max_Scalar_Fitness,Avg_Defeated_Enemies,Max_Defeated_Enemies,Avg_Gain,Max_Gain,Avg_Life,Max_Life,Avg_Time,Min_Time,Euclidean_Diversity,Std_Dev
0,25.51443668222417,480.1198944198502,0.2475,2,29.706289560622917,189.91922488486443,48.62800000000019,142.60000000000034,8.794489262289777e+19,1.0727803274819867e+18,13.304413621436296,0.5774263424440651
1,101.12519807917548,545.6802246077528,0.4925,3,-2.047023538326614,331.66307372253584,63.05350000000021,174.60000000000056,8.542135550967241e+19,2.4365797155318698e+17,13.306184182865584,0.5773133807553248
2,169.23510185447992,545.6802246077528,0.7725,3,-46.953915549872114,331.66307372253584,70.44600000000023,174.60000000000056,6.722335566512085e+19,2.4365797155318698e+17,13.26344006485695,0.5750738245961315
3,210.40672700475707,545.6802246077528,1.0475,3,-82.3313607627869,392.08102828341543,71.95850000000024,206.40000000000032,2.332093180933174e+19,2.4365797155318698e+17,13.251693406552208,0.5737585781722495
4,204.82427892656975,545.6802246077528,0.995,3,-71.6766012740254,392.08102828341543,73.44650000000026,206.40000000000032,2.2297245149078905e+19,2.4365797155318698e+17,13.28501983046589,0.5740271556094186
5,237.24500754766333,553.7251461143815,1.16,4,-77.51468493693424,392.08102828341543,82.2045000000003,206.40000000000032,2.779350384798151e+19,2.4365797155318698e+17,13.315284544052622,0.5734359807590372
0,25.51443668222417,480.1198944198502,0.2475,2,29.706289560622917,189.91922488486443,48.62800000000019,142.60000000000034,8.794489262289777e+19,1.0727803274819867e+18,13.304413621436296,0.5774263424440651
1,101.12519807917548,545.6802246077528,0.4925,3,-2.047023538326614,331.66307372253584,63.05350000000021,174.60000000000056,8.542135550967241e+19,2.4365797155318698e+17,13.306184182865584,0.5773133807553248
2,169.23510185447992,545.6802246077528,0.7725,3,-46.953915549872114,331.66307372253584,70.44600000000023,174.60000000000056,6.722335566512085e+19,2.4365797155318698e+17,13.26344006485695,0.5750738245961315
3,210.40672700475707,545.6802246077528,1.0475,3,-82.3313607627869,392.08102828341543,71.95850000000024,206.40000000000032,2.332093180933174e+19,2.4365797155318698e+17,13.251693406552208,0.5737585781722495
